state_abbrev,chamber,nominate_dim1,nominate_dim2,pieces_cosponsored,num_congresses,bioname,nominate_mid_1,nominate_mid_2,dem_cosponsors,rep_cosponsors,bill_number,vote_desc,vote_result,vote,rollnumber,icpsr,party_code_1,party_code_2
FL,0,0.414,0.14,0.014,0.025,"PUTNAM, Adam",0.0,0.0,0.0,0.0,HR1307,Armed Forces Tax Fairness Act,Passed,1,75,20113,0,1
ID,0,0.692,0.057,0.01068,0.025,"OTTER, C. L. (Butch)",0.0,0.0,0.0,0.0,HR1307,Armed Forces Tax Fairness Act,Passed,1,75,20114,0,1
IL,0,0.274,-0.647,0.033,0.025,"KIRK, Mark Steven",0.0,0.0,0.0,0.0,HR1307,Armed Forces Tax Fairness Act,Passed,1,75,20115,0,1
IL,0,0.264,-0.52,0.01372,0.025,"JOHNSON, Timothy V.",0.0,0.0,0.0,0.0,HR1307,Armed Forces Tax Fairness Act,Passed,1,75,20116,0,1
IN,0,0.655,0.088,0.022093333333333333,0.025,"PENCE, Mike",0.0,0.0,0.0,0.0,HR1307,Armed Forces Tax Fairness Act,Passed,1,75,20117,0,1
MA,0,-0.343,0.048,0.057986666666666666,0.025,"LYNCH, Stephen F.",0.0,0.0,0.0,0.0,HR1307,Armed Forces Tax Fairness Act,Passed,1,75,20119,0,0
MI,0,0.4,0.098,0.019506666666666665,0.025,"ROGERS, Mike",0.0,0.0,0.0,0.0,HR1307,Armed Forces Tax Fairness Act,Passed,1,75,20120,0,1
MN,0,0.409,0.304,0.00904,0.025,"KENNEDY, Mark",0.0,0.0,0.0,0.0,HR1307,Armed Forces Tax Fairness Act,Passed,1,75,20121,0,1
MN,0,-0.419,-0.186,0.09088,0.025,"McCOLLUM, Betty",0.0,0.0,0.0,0.0,HR1307,Armed Forces Tax Fairness Act,Passed,1,75,20122,0,0
MO,0,0.612,0.235,0.021066666666666668,0.025,"AKIN, W. Todd",0.0,0.0,0.0,0.0,HR1307,Armed Forces Tax Fairness Act,Passed,1,75,20123,0,1
MO,0,0.448,0.162,0.02732,0.025,"GRAVES, Samuel",0.0,0.0,0.0,0.0,HR1307,Armed Forces Tax Fairness Act,Passed,1,75,20124,0,1
MT,0,0.337,0.244,0.01592,0.025,"REHBERG, Denny",0.0,0.0,0.0,0.0,HR1307,Armed Forces Tax Fairness Act,Passed,1,75,20125,0,1
NE,0,0.299,0.025,0.00756,0.025,"OSBORNE, Thomas",0.0,0.0,0.0,0.0,HR1307,Armed Forces Tax Fairness Act,Passed,1,75,20126,0,1
NJ,0,0.244,-0.404,0.010333333333333333,0.025,"FERGUSON, Michael",0.0,0.0,0.0,0.0,HR1307,Armed Forces Tax Fairness Act,Passed,1,75,20127,0,1
NY,0,-0.334,-0.051,0.044013333333333335,0.025,"ISRAEL, Steve",0.0,0.0,0.0,0.0,HR1307,Armed Forces Tax Fairness Act,Passed,1,75,20129,0,0
OH,0,0.386,-0.026,0.02552,0.025,"TIBERI, Patrick (Pat)",0.0,0.0,0.0,0.0,HR1307,Armed Forces Tax Fairness Act,Passed,1,75,20130,0,1
OK,0,0.513,0.173,0.012893333333333333,0.025,"SULLIVAN, John",0.0,0.0,0.0,0.0,HR1307,Armed Forces Tax Fairness Act,Passed,1,75,20131,0,1
OK,0,-0.181,0.555,0.006706666666666666,0.025,"CARSON, Brad",0.0,0.0,0.0,0.0,HR1307,Armed Forces Tax Fairness Act,Passed,1,75,20132,0,0
PA,0,0.39,0.155,0.014586666666666666,0.025,"HART, Melissa A.",0.0,0.0,0.0,0.0,HR1307,Armed Forces Tax Fairness Act,Passed,1,75,20133,0,1
PA,0,0.374,0.323,0.021133333333333334,0.025,"SHUSTER, William (Bill)",0.0,0.0,0.0,0.0,HR1307,Armed Forces Tax Fairness Act,Passed,1,75,20134,0,1
PA,0,0.252,-0.15,0.03416,0.025,"PLATTS, Todd",0.0,0.0,0.0,0.0,HR1307,Armed Forces Tax Fairness Act,Passed,1,75,20135,0,1
RI,0,-0.375,0.114,0.052586666666666664,0.025,"LANGEVIN, James",0.0,0.0,0.0,0.0,HR1307,Armed Forces Tax Fairness Act,Passed,1,75,20136,0,0
SC,0,0.367,0.24,0.018226666666666665,0.025,"BROWN, Henry Edward, Jr.",0.0,0.0,0.0,0.0,HR1307,Armed Forces Tax Fairness Act,Passed,1,75,20137,0,1
SC,0,0.53,0.16,0.06202666666666667,0.025,"WILSON, Addison Graves (Joe)",0.0,0.0,0.0,0.0,HR1307,Armed Forces Tax Fairness Act,Passed,1,75,20138,0,1
TX,0,0.503,0.366,0.02416,0.025,"CULBERSON, John",0.0,0.0,0.0,0.0,HR1307,Armed Forces Tax Fairness Act,Passed,1,75,20139,0,1
UT,0,-0.115,0.546,0.01964,0.025,"MATHESON, James David (Jim)",0.0,0.0,0.0,0.0,HR1307,Armed Forces Tax Fairness Act,Passed,1,75,20140,0,0
VA,0,0.426,0.173,0.016426666666666666,0.025,"DAVIS, Jo Ann",0.0,0.0,0.0,0.0,HR1307,Armed Forces Tax Fairness Act,Passed,1,75,20141,0,1
VA,0,0.451,0.032,0.006213333333333334,0.025,"SCHROCK, Edward",0.0,0.0,0.0,0.0,HR1307,Armed Forces Tax Fairness Act,Passed,1,75,20142,0,1
