congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
119,House,22,2025-01-22,1,23,263,156,-0.284,0.147,-0.606,-0.939,-49.087,S5,Passed,Laken Riley Act,On Passage,
119,House,51,2025-02-26,1,52,220,206,0.01,0.083,-0.533,-1.156,-11.717,HJRES35,Passed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to “Waste Emissions Charge for Petroleum and Natural Gas Systems: Procedures for Facilitating Compliance, Including Netting and Exemptions”",On Passage,
119,House,52,2025-02-27,1,53,221,198,-0.164,0.307,-0.612,-0.885,-17.319,HJRES20,Passed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Energy relating to “Energy Conservation Program: Energy Conservation Standards for Consumer Gas-fired Instantaneous Water Heaters”",On Passage,
119,House,57,2025-03-05,1,58,216,202,-0.048,0.19,-0.523,-1.176,-9.844,HJRES61,Passed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to “National Emission Standards for Hazardous Air Pollutants: Rubber Tire Manufacturing”",On Passage,
119,House,58,2025-03-05,1,59,222,203,-0.076,0.198,-0.553,-1.089,-9.799,HJRES42,Passed,"Providing for congressional disapproval of the rule submitted by the Department of Energy relating to “Energy Conservation Program for Appliance Standards: Certification Requirements, Labeling Requirements, and Enforcement Provisions for Certain Consumer Products and Commercial Equipment”",On Passage,
119,House,60,2025-03-06,1,61,221,202,0.135,-0.206,-0.491,-1.252,-19.321,SJRES11,Passed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Bureau of Ocean Energy Management relating to “Protection of Marine Archaeological Resources”",On Passage,
119,House,69,2025-03-11,1,70,217,213,-0.162,0.987,-0.626,-0.727,-6.905,HR1968,Passed,"Full-Year Continuing Appropriations and Extensions Act, 2025",On Passage,
119,House,70,2025-03-11,1,71,292,132,0.074,-0.997,-0.212,-0.438,-111.601,HJRES25,Passed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Internal Revenue Service relating to “Gross Proceeds Reporting by Brokers That Regularly Provide Services Effectuating Digital Asset Sales”",On Passage,
119,House,76,2025-03-27,1,77,203,182,-0.068,0.211,-0.553,-1.086,-7.724,HJRES24,Passed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Energy relating to “Energy Conservation Program: Energy Conservation Standards for Walk-In Coolers and Walk-In Freezers”",On Passage,
119,House,77,2025-03-27,1,78,214,193,-0.033,0.159,-0.55,-1.099,-7.91,HJRES75,Passed,"Providing for congressional disapproval of the rule submitted by the Office of Energy Efficiency and Renewable Energy, Department of Energy relating to “Energy Conservation Program: Energy Conservation Standards for Commercial Refrigerators, Freezers, and Refrigerator-Freezers”",On Passage,
