congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
119,House,94,2025-04-09,1,95,219,211,0.033,0.116,-0.715,0.084,-0.29,SJRES28,Passed,Disappoving the rule submitted by the Bureau of Consumer Financial Protection relating to “Defining Larger Participants of a Market for General-Use Digital Consumer Payment Applications”,On Passage,
119,House,95,2025-04-09,1,96,217,211,-0.047,0.771,-0.675,-0.706,-4.815,SJRES18,Passed,Disapproving the rule submitted by the Bureau of Consumer Financial Protection relating to “Overdraft Lending: Very Large Financial Institutions”,On Passage,
119,House,109,2025-04-29,1,110,219,205,-0.029,0.168,-0.644,-0.755,-4.195,HJRES60,Passed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the National Park Service relating to “Glen Canyon National Recreation Area: Motor Vehicles”",On Passage,
119,House,110,2025-04-30,1,111,231,191,-0.061,0.075,-0.524,-1.252,-24.849,HJRES87,Passed,"Congressional disapproval, of the rule submitted by the EPA relating to “CA Motor Vehicle and Engine Pollution Control Standards; Heavy-Duty Vehicle and Engine Em Warranty and Maintenance Provisions; Advanced Clean Trucks; Zero Em Airport Shuttle; Zero-Em Power Train Cert.; Waiver of Preemption; Notice of Decision”",On Passage,
119,House,111,2025-04-30,1,112,225,196,0.091,-0.15,-0.491,-1.26,-20.919,HJRES89,Passed,"Congressional disapproval, of the rule submitted by the EPA relating to “California State Motor Vehicle and Engine and Nonroad Engine Pollution Control Standards; The ’Omnibus’ Low NOX Regulation; Waiver of Preemption; Notice of Decision”",On Passage,
119,House,113,2025-05-01,1,114,246,164,0.162,-0.748,-0.523,-1.245,-56.212,HJRES88,Passed,"Congressional disapproval, of the rule submitted by the EPA relating to “California State Motor Vehicle and Engine Pollution Control Standards; Advanced Clean Cars II; Waiver of Preemption; Notice of Decision”",On Passage,
119,House,136,2025-05-20,1,137,220,207,0.065,-0.205,-0.662,-0.676,-4.058,SJRES13,Passed,Providing for congressional disapproval of the rule submitted by the Office of the Comptroller of the Currency of the Department of the Treasury relating to the review of applications under the Bank Merger Act,On Passage,
119,House,142,2025-05-22,1,143,216,212,0.091,0.133,-0.689,-0.468,-1.59,SJRES31,Passed,Providing for congressional disapproval of the rule submitted by the Environmental Protection Agency relating to “Review of Final Rule Reclassification of Major Sources as Area Sources Under Section 112 of the Clean Air Act”,On Passage,
119,House,144,2025-05-22,1,145,215,214,-0.159,0.987,-0.576,-0.789,-10.365,HR1,Passed,One Big Beautiful Act,On Passage,
119,House,165,2025-06-12,1,166,321,104,-0.504,0.725,-0.441,-0.414,-88.242,S331,Passed,HALT Fentanyl Act,On Passage,
119,House,167,2025-06-12,1,168,214,212,0.106,0.465,-0.366,-0.241,-14.061,HR4,Passed,Rescissions Act,On Passage,
119,House,181,2025-06-25,1,182,218,206,-0.069,0.301,-0.7,-0.346,-3.024,HR3944,Passed,"Military Construction, Veterans Affairs, and Related Agencies Appropriations Act, 2026",On Passage,
119,House,199,2025-07-17,1,200,308,122,-0.588,0.809,-0.264,-0.396,-144.523,S1582,Passed,GENIUS Act,On Passage,
119,House,223,2025-09-03,1,224,211,208,0.092,0.135,-0.689,-0.463,-1.576,HJRES104,Passed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Bureau of Land Management relating to “Miles City Field Office Record of Decision and Approved Resource Management Plan Amendment”",On Passage,
119,House,224,2025-09-03,1,225,215,210,0.091,0.135,-0.689,-0.463,-1.59,HJRES106,Passed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Bureau of Land Management relating to “Central Yukon Record of Decision and Approved Resource Management Plan”",On Passage,
119,House,225,2025-09-03,1,226,215,211,0.091,0.135,-0.689,-0.463,-1.59,HJRES105,Passed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Bureau of Land Management relating to “North Dakota Field Office Record of Decision and Approved Resource Management Plan”",On Passage,
119,House,280,2025-09-19,1,281,217,212,-0.197,0.98,-0.629,-0.904,-10.826,HR5371,Passed,"Continuing Appropriations and Extensions Act, 2026",On Passage,
119,House,293,2025-11-18,1,294,214,212,0.09,0.138,-0.689,-0.461,-1.589,HJRES130,Passed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Bureau of Land Management relating to “Buffalo Field Office Record of Decision and Approved Resource Management Plan Amendment”",On Passage,
119,House,295,2025-11-18,1,296,216,209,0.173,-0.281,-0.571,-1.077,-9.979,SJRES80,Passed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Bureau of Land Management relating to “National Petroleum Reserve in Alaska Integrated Activity Plan Record of Decision",On Passage,
