accuracy,auc,loss,mse,val_accuracy,val_auc,val_loss,val_mse
0.7942649126052856,0.7763993740081787,0.4595026969909668,0.1495070606470108,0.8125733733177185,0.8042731881141663,0.44189608097076416,0.14332367479801178
0.8100229501724243,0.8033987283706665,0.43431371450424194,0.14052121341228485,0.8156251311302185,0.8149174451828003,0.4272461533546448,0.13739052414894104
0.8120770454406738,0.8078814148902893,0.4295404553413391,0.13879773020744324,0.814028799533844,0.8218855261802673,0.4227275252342224,0.13603170216083527
0.8134738802909851,0.8115701079368591,0.4257141947746277,0.13747094571590424,0.820414125919342,0.8253737688064575,0.41691672801971436,0.13375943899154663
0.8143542408943176,0.8146979212760925,0.42229220271110535,0.1362735778093338,0.8171275854110718,0.8265610933303833,0.41483166813850403,0.1335233449935913
0.8161618709564209,0.8172535300254822,0.41903072595596313,0.13503530621528625,0.8217756748199463,0.8276521563529968,0.4123562276363373,0.13213708996772766
0.8180105686187744,0.8202574253082275,0.41565513610839844,0.13394755125045776,0.8229963779449463,0.8305303454399109,0.4083937108516693,0.1309499889612198
0.8187500238418579,0.821490466594696,0.4139508605003357,0.13331224024295807,0.8224799036979675,0.8284243941307068,0.4092024266719818,0.13124443590641022
0.8205106854438782,0.8228964805603027,0.4122158885002136,0.13265490531921387,0.8252030611038208,0.8310129046440125,0.40716925263404846,0.13015246391296387
0.8214673399925232,0.8263302445411682,0.40884554386138916,0.1314954310655594,0.8258603811264038,0.8382886052131653,0.3992044925689697,0.128115713596344
0.822335958480835,0.8296924233436584,0.4060361385345459,0.13054440915584564,0.8279731273651123,0.8449875712394714,0.39503538608551025,0.12637685239315033
0.8232691287994385,0.8332540988922119,0.4031111001968384,0.12966011464595795,0.8292407989501953,0.8429402112960815,0.3917972147464752,0.12572230398654938
0.8245896100997925,0.8359466791152954,0.40082937479019165,0.1288594901561737,0.8291469216346741,0.8461301326751709,0.3942272663116455,0.12604586780071259
