accuracy,auc,loss,mse,val_accuracy,val_auc,val_loss,val_mse
0.8465335369110107,0.8862119913101196,0.3549838662147522,0.11046227812767029,0.8659561276435852,0.9168663620948792,0.31301286816596985,0.09594409167766571
0.8749684691429138,0.9241693019866943,0.2940417230129242,0.09018855541944504,0.8748298287391663,0.9277653098106384,0.2904071807861328,0.08993630111217499
0.88893061876297,0.9395899176597595,0.26360833644866943,0.08008700609207153,0.8986337184906006,0.9475609660148621,0.2458285093307495,0.07400589436292648
0.9001343846321106,0.9494121670722961,0.24132907390594482,0.07255741208791733,0.9065684080123901,0.9538914561271667,0.22988492250442505,0.06840459257364273
0.9069716930389404,0.9547269344329834,0.22795112431049347,0.06809008121490479,0.9033757448196411,0.9552211165428162,0.23153990507125854,0.06931205838918686
0.9114379286766052,0.95793217420578,0.2191280573606491,0.06524674594402313,0.9123433232307434,0.9596855640411377,0.216293603181839,0.06405239552259445
0.913726806640625,0.9607183933258057,0.21178904175758362,0.06295565515756607,0.9150195121765137,0.9613097310066223,0.20972146093845367,0.062395866960287094
0.915546178817749,0.9623469710350037,0.20737966895103455,0.06151938438415527,0.9103244543075562,0.9586331844329834,0.21796110272407532,0.0653388649225235
0.9166730046272278,0.9632225632667542,0.2048974633216858,0.06081661581993103,0.9176487326622009,0.9647701978683472,0.20118498802185059,0.059646498411893845
0.9185980558395386,0.9648475050926208,0.20016701519489288,0.05925977602601051,0.9182121157646179,0.9632915258407593,0.20312805473804474,0.06010187044739723
0.9192847013473511,0.9655683040618896,0.19835226237773895,0.0588717944920063,0.9162402153015137,0.9635037779808044,0.20410123467445374,0.0605657584965229
0.9199772477149963,0.9660996794700623,0.1964956820011139,0.05828343704342842,0.9209352731704712,0.9658183455467224,0.1961878538131714,0.05772148072719574
0.9214797019958496,0.9669170379638672,0.19422273337841034,0.05750240013003349,0.9213108420372009,0.9666571617126465,0.1946687251329422,0.057717833667993546
0.9215794205665588,0.96724933385849,0.19344474375247955,0.05724455788731575,0.9191511273384094,0.9656324982643127,0.19718696177005768,0.05811171978712082
0.9221370220184326,0.9680577516555786,0.19113217294216156,0.05665029212832451,0.9170852899551392,0.9660621285438538,0.19770506024360657,0.05885317549109459
0.9222778677940369,0.9680547118186951,0.19068549573421478,0.05648926645517349,0.9140335321426392,0.9641081094741821,0.2051582783460617,0.06057377904653549
0.9230114817619324,0.9686785936355591,0.18920321762561798,0.056124668568372726,0.9140805006027222,0.9635648131370544,0.20585322380065918,0.061918437480926514
0.9232696890830994,0.9686942100524902,0.18858341872692108,0.05580272153019905,0.9191980957984924,0.9666071534156799,0.195935919880867,0.05798563361167908
0.9235866069793701,0.9693168997764587,0.18696148693561554,0.05549626052379608,0.9228602051734924,0.9673375487327576,0.1935361921787262,0.056461114436388016
0.9236688017845154,0.9696155190467834,0.18635274469852448,0.05516856908798218,0.9212639331817627,0.9666057825088501,0.19384770095348358,0.05680777132511139
0.9247721433639526,0.9697402119636536,0.18590085208415985,0.055023111402988434,0.9239400625228882,0.9683422446250916,0.18998762965202332,0.055926498025655746
0.9252827167510986,0.970170795917511,0.1843545138835907,0.054644908756017685,0.92572420835495,0.9684998393058777,0.18837080895900726,0.05494115501642227
0.9255468249320984,0.9704797267913818,0.18343858420848846,0.05433526262640953,0.9234705567359924,0.9685236215591431,0.18925446271896362,0.055908139795064926
0.9258872270584106,0.9705977439880371,0.18278132379055023,0.05413567274808884,0.9246443510055542,0.9684258103370667,0.18816335499286652,0.05509885028004646
0.9261043667793274,0.9709767699241638,0.18206916749477386,0.0539742037653923,0.9262875914573669,0.9686397314071655,0.1883542239665985,0.054947104305028915
0.9262686967849731,0.9712009429931641,0.1813177615404129,0.05370950326323509,0.9252077341079712,0.9688011407852173,0.18816490471363068,0.05504795163869858
0.9268849492073059,0.9713001847267151,0.1809733510017395,0.05353585630655289,0.9212639331817627,0.9617465138435364,0.20602406561374664,0.05848146229982376
0.9267969131469727,0.9717593193054199,0.17954853177070618,0.05320575833320618,0.9230949878692627,0.9679245948791504,0.1908053308725357,0.05646558105945587
0.9269377589225769,0.9715704917907715,0.17988885939121246,0.053226910531520844,0.9240339994430542,0.968951404094696,0.18701927363872528,0.05532398074865341
0.9272664189338684,0.972098171710968,0.1786622703075409,0.05298232659697533,0.925160825252533,0.9682839512825012,0.1886550635099411,0.05529185011982918
0.9273486137390137,0.9720552563667297,0.17875885963439941,0.052897047251462936,0.9255833625793457,0.9701409935951233,0.18344317376613617,0.054065629839897156
0.9275481104850769,0.9720912575721741,0.17837083339691162,0.05283261463046074,0.9250199794769287,0.9702826142311096,0.18554948270320892,0.05469293147325516
0.9275422692298889,0.9724142551422119,0.17761200666427612,0.052562735974788666,0.9276961088180542,0.9702172875404358,0.1843104213476181,0.05395291745662689
0.9284402132034302,0.9724419116973877,0.1771440953016281,0.05237572267651558,0.9240339994430542,0.9684281349182129,0.18776988983154297,0.055240996181964874
0.9284049868583679,0.9726700782775879,0.17645573616027832,0.05221134051680565,0.9290577173233032,0.9702457785606384,0.18134713172912598,0.052925460040569305
0.9289507865905762,0.972918689250946,0.17572228610515594,0.05195792764425278,0.9252547025680542,0.9691323637962341,0.18642838299274445,0.054703112691640854
0.9285399913787842,0.9728667140007019,0.17625179886817932,0.052197493612766266,0.9227193593978882,0.9679175615310669,0.18968504667282104,0.056343257427215576
0.9285282492637634,0.9728502035140991,0.1757493019104004,0.05198639631271362,0.9217803478240967,0.9659571051597595,0.19592024385929108,0.05741434544324875
0.9294849038124084,0.9730699062347412,0.1750095933675766,0.05168445035815239,0.9242687225341797,0.9672940373420715,0.19375671446323395,0.057078052312135696
0.9293498992919922,0.9732268452644348,0.17478063702583313,0.051738761365413666,0.9253485798835754,0.968559980392456,0.18819501996040344,0.05442865937948227
0.9293674826622009,0.9733567833900452,0.17417986690998077,0.051514893770217896,0.9284473657608032,0.9711329340934753,0.1799228936433792,0.05284211039543152
0.9298076629638672,0.9734319448471069,0.1737961322069168,0.05142879858613014,0.9283534288406372,0.9708967804908752,0.1803441196680069,0.052527766674757004
0.9298076629638672,0.9735715985298157,0.1735301911830902,0.051341887563467026,0.9289637804031372,0.9703461527824402,0.18221929669380188,0.05300704017281532
0.9302302598953247,0.9734041690826416,0.1738644242286682,0.05123303085565567,0.9274144172668457,0.9694607853889465,0.18520738184452057,0.05418987572193146
0.9306117296218872,0.9737202525138855,0.1729019731283188,0.051027245819568634,0.9289637804031372,0.970529317855835,0.18073901534080505,0.052367016673088074
0.930623471736908,0.9738118648529053,0.17244763672351837,0.05092669650912285,0.9255833625793457,0.969185471534729,0.18541111052036285,0.053854845464229584
0.9305295348167419,0.9738543033599854,0.17222464084625244,0.0508512482047081,0.92755526304245,0.9705923795700073,0.1811690628528595,0.05304894596338272
0.9311633706092834,0.9741137027740479,0.17164218425750732,0.05064975470304489,0.9261467456817627,0.968677282333374,0.18668249249458313,0.054679952561855316
0.9306938648223877,0.9741287231445312,0.17133106291294098,0.050600212067365646,0.9291985630989075,0.9706122279167175,0.18106773495674133,0.052787210792303085
0.9306352138519287,0.9741514921188354,0.17160746455192566,0.05073962360620499,0.9305131435394287,0.9709019064903259,0.17851804196834564,0.05194181948900223
0.9310577511787415,0.9741539359092712,0.17115412652492523,0.05052470415830612,0.930184543132782,0.9708667993545532,0.17982353270053864,0.052284035831689835
0.930881679058075,0.9743361473083496,0.17097091674804688,0.05050990357995033,0.9277900457382202,0.9701212048530579,0.1843377649784088,0.05376787111163139
0.9310519099235535,0.9743604063987732,0.17048165202140808,0.050443489104509354,0.9280247688293457,0.9696201086044312,0.1850580871105194,0.05387203022837639
0.931492030620575,0.974334180355072,0.17044731974601746,0.05028946325182915,0.92755526304245,0.9700029492378235,0.18277163803577423,0.053363800048828125
0.9312983751296997,0.9743905067443848,0.17057621479034424,0.05031580105423927,0.9272266030311584,0.9696851372718811,0.1831078827381134,0.05354585871100426
0.931638777256012,0.9746571779251099,0.169675812125206,0.05014169216156006,0.92694491147995,0.9703554511070251,0.1832820326089859,0.05375728756189346
0.9316798448562622,0.9748856425285339,0.1694255769252777,0.0501074455678463,0.9261467456817627,0.9697784185409546,0.18458019196987152,0.05399565398693085
0.931896984577179,0.9746580123901367,0.16907261312007904,0.04987477511167526,0.9275083541870117,0.9703046083450317,0.18283261358737946,0.05351217836141586
0.93153315782547,0.9748777151107788,0.16872596740722656,0.04977436736226082,0.9253016710281372,0.9696196913719177,0.18522213399410248,0.05464423447847366
0.9318618178367615,0.9748685359954834,0.16863179206848145,0.04976090043783188,0.928306519985199,0.9709302186965942,0.1803203523159027,0.05272848904132843
0.9321728348731995,0.9750605821609497,0.16822455823421478,0.04965170472860336,0.9285412430763245,0.9710373878479004,0.17956583201885223,0.05241183564066887
0.9320026636123657,0.9749905467033386,0.16849155724048615,0.049735356122255325,0.9261937141418457,0.968836784362793,0.18725967407226562,0.05409274250268936
0.931938111782074,0.9749591946601868,0.16837021708488464,0.049698978662490845,0.9285882115364075,0.9701353907585144,0.18330258131027222,0.053187668323516846
0.932249128818512,0.9753112196922302,0.16754275560379028,0.04944685474038124,0.929433286190033,0.9703956246376038,0.18182043731212616,0.05292879045009613
0.932595431804657,0.9753235578536987,0.1669713705778122,0.049284856766462326,0.9305131435394287,0.9713069796562195,0.178715780377388,0.05205073952674866
0.932249128818512,0.9752556085586548,0.16747385263442993,0.04947328194975853,0.9249260425567627,0.9687140583992004,0.1877593845129013,0.055185042321681976
0.932196319103241,0.9754308462142944,0.1669815331697464,0.049320828169584274,0.930700957775116,0.9708036184310913,0.17913971841335297,0.05180137977004051
0.9327773451805115,0.9753201603889465,0.16736610233783722,0.04937608912587166,0.9284942746162415,0.9705745577812195,0.18166254460811615,0.0530247688293457
0.932554304599762,0.9752280116081238,0.1673927754163742,0.049408700317144394,0.9281187057495117,0.9689372181892395,0.18649311363697052,0.053750794380903244
0.9324662685394287,0.9754202961921692,0.16671693325042725,0.0491817407310009,0.9289637804031372,0.9704416394233704,0.181627094745636,0.05263892188668251
0.9326423406600952,0.975419282913208,0.1667204052209854,0.04925983399152756,0.9291515946388245,0.9713103175163269,0.18034110963344574,0.052221477031707764
0.9331822991371155,0.9755223989486694,0.1666620373725891,0.04913739114999771,0.928212583065033,0.9703837037086487,0.18254354596138,0.05313781648874283
0.9329769015312195,0.9754903316497803,0.16651847958564758,0.049096714705228806,0.9303253889083862,0.9710386395454407,0.17831823229789734,0.05176715925335884
0.9331881999969482,0.9756608605384827,0.16599400341510773,0.04898279160261154,0.9299497604370117,0.9707098603248596,0.1815047562122345,0.0524178184568882
0.9331470727920532,0.9757118225097656,0.16582466661930084,0.04891498386859894,0.9278370141983032,0.9698027968406677,0.18505915999412537,0.05344663932919502
0.932959258556366,0.9755982160568237,0.16640762984752655,0.049061041325330734,0.9291046261787415,0.9707406759262085,0.17988824844360352,0.05208933725953102
0.9327773451805115,0.9757401347160339,0.1658087521791458,0.048992883414030075,0.9250668883323669,0.9618577361106873,0.2018848955631256,0.05678402632474899
