congress,chamber,rollnumber,icpsr,cast_code,prob
110,Senate,19,1366,1,
110,Senate,19,4812,1,
110,Senate,19,10808,1,
110,Senate,19,12109,1,
110,Senate,19,14009,1,
110,Senate,19,14031,1,
110,Senate,19,14101,1,
110,Senate,19,14103,1,
110,Senate,19,14203,1,
110,Senate,19,14213,1,
110,Senate,19,14226,1,
110,Senate,19,14230,1,
110,Senate,19,14307,1,
110,Senate,19,14400,1,
110,Senate,19,14440,1,
110,Senate,19,14503,6,
110,Senate,19,14506,1,
110,Senate,19,14651,1,
110,Senate,19,14661,1,
110,Senate,19,14709,1,
110,Senate,19,14712,1,
110,Senate,19,14809,1,
110,Senate,19,14812,1,
110,Senate,19,14826,1,
110,Senate,19,14852,1,
110,Senate,19,14858,1,
110,Senate,19,14871,1,
110,Senate,19,14910,1,
110,Senate,19,14912,1,
110,Senate,19,14914,1,
110,Senate,19,14920,1,
110,Senate,19,14921,1,
110,Senate,19,14922,1,
110,Senate,19,15011,1,
110,Senate,19,15015,1,
110,Senate,19,15021,1,
110,Senate,19,15039,1,
110,Senate,19,15054,1,
110,Senate,19,15406,1,
110,Senate,19,15408,1,
110,Senate,19,15424,1,
110,Senate,19,15425,9,
110,Senate,19,15429,1,
110,Senate,19,15501,1,
110,Senate,19,15502,1,
110,Senate,19,15633,1,
110,Senate,19,15703,1,
110,Senate,19,15704,1,
110,Senate,19,29108,1,
110,Senate,19,29142,1,
110,Senate,19,29147,1,
110,Senate,19,29305,1,
110,Senate,19,29345,1,
110,Senate,19,29373,1,
110,Senate,19,29389,1,
110,Senate,19,29512,1,
110,Senate,19,29523,9,
110,Senate,19,29537,1,
110,Senate,19,29548,1,
110,Senate,19,29555,6,
110,Senate,19,29566,1,
110,Senate,19,29732,1,
110,Senate,19,29740,1,
110,Senate,19,29754,1,
110,Senate,19,29909,1,
110,Senate,19,29918,1,
110,Senate,19,29936,1,
110,Senate,19,39310,1,
110,Senate,19,40103,1,
110,Senate,19,40105,1,
110,Senate,19,40300,1,
110,Senate,19,40301,1,
110,Senate,19,40302,1,
110,Senate,19,40303,1,
110,Senate,19,40304,1,
110,Senate,19,40305,1,
110,Senate,19,40500,1,
110,Senate,19,40501,1,
110,Senate,19,40502,1,
110,Senate,19,40700,1,
110,Senate,19,40701,1,
110,Senate,19,40702,1,
110,Senate,19,40703,1,
110,Senate,19,40704,1,
110,Senate,19,40705,1,
110,Senate,19,40706,1,
110,Senate,19,49300,1,
110,Senate,19,49306,1,
110,Senate,19,49307,1,
110,Senate,19,49308,1,
110,Senate,19,49309,1,
110,Senate,19,49700,1,
110,Senate,19,49702,1,
110,Senate,19,49703,1,
110,Senate,19,49704,1,
110,Senate,19,49705,1,
110,Senate,19,49706,1,
110,Senate,19,49901,1,
110,Senate,19,49903,1,
110,Senate,19,94659,1,
110,Senate,19,99910,9,
110,Senate,42,1366,1,100.0
110,Senate,42,4812,1,100.0
110,Senate,42,10808,1,100.0
110,Senate,42,12109,1,100.0
110,Senate,42,14009,1,100.0
110,Senate,42,14031,1,99.9
110,Senate,42,14101,1,100.0
110,Senate,42,14103,1,100.0
110,Senate,42,14203,1,100.0
110,Senate,42,14213,1,100.0
110,Senate,42,14226,1,99.9
110,Senate,42,14230,1,100.0
110,Senate,42,14307,1,100.0
110,Senate,42,14400,1,100.0
110,Senate,42,14440,1,100.0
110,Senate,42,14503,1,99.9
110,Senate,42,14506,1,100.0
110,Senate,42,14651,1,100.0
110,Senate,42,14661,1,100.0
110,Senate,42,14709,1,100.0
110,Senate,42,14712,1,100.0
110,Senate,42,14809,1,97.7
110,Senate,42,14812,1,100.0
110,Senate,42,14826,1,99.0
110,Senate,42,14852,1,99.7
110,Senate,42,14858,9,100.0
110,Senate,42,14871,1,100.0
110,Senate,42,14910,1,100.0
110,Senate,42,14912,1,100.0
110,Senate,42,14914,1,100.0
110,Senate,42,14920,1,100.0
110,Senate,42,14921,1,99.8
110,Senate,42,14922,1,100.0
110,Senate,42,15011,1,100.0
110,Senate,42,15015,1,100.0
110,Senate,42,15021,1,100.0
110,Senate,42,15039,1,99.8
110,Senate,42,15054,1,100.0
110,Senate,42,15406,1,95.6
110,Senate,42,15408,1,100.0
110,Senate,42,15424,9,91.9
110,Senate,42,15425,9,100.0
110,Senate,42,15429,6,9.2
110,Senate,42,15501,1,100.0
110,Senate,42,15502,1,100.0
110,Senate,42,15633,1,99.3
110,Senate,42,15703,1,100.0
110,Senate,42,15704,1,100.0
110,Senate,42,29108,1,87.6
110,Senate,42,29142,1,100.0
110,Senate,42,29147,1,100.0
110,Senate,42,29305,1,100.0
110,Senate,42,29345,1,97.1
110,Senate,42,29373,1,100.0
110,Senate,42,29389,1,100.0
110,Senate,42,29512,1,99.6
110,Senate,42,29523,1,99.3
110,Senate,42,29537,1,95.8
110,Senate,42,29548,1,99.5
110,Senate,42,29555,6,86.8
110,Senate,42,29566,1,99.9
110,Senate,42,29732,1,100.0
110,Senate,42,29740,1,98.0
110,Senate,42,29754,1,99.5
110,Senate,42,29909,1,99.8
110,Senate,42,29918,1,97.7
110,Senate,42,29936,6,60.1
110,Senate,42,39310,1,100.0
110,Senate,42,40103,1,100.0
110,Senate,42,40105,1,100.0
110,Senate,42,40300,1,100.0
110,Senate,42,40301,1,100.0
110,Senate,42,40302,1,100.0
110,Senate,42,40303,1,99.9
110,Senate,42,40304,1,100.0
110,Senate,42,40305,1,98.7
