congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc,dem_cosponsors,rep_cosponsors
112,Senate,150,2011-09-22,1,150,70,27,0.453,0.614,1.078,-0.773,-19.263,HR2832,Bill Passed,"A bill to extend the Generalized System of Preferences, and for other purposes.",On Passage of the Bill,,2,1
112,Senate,159,2011-10-11,1,159,63,35,0.321,0.03,0.13,-0.333,-39.886,S1619,Bill Passed,"A bill to provide for identification of misaligned currency, require action to correct the misalignment, and for other purposes.",On Passage of the Bill,,16,5
112,Senate,161,2011-10-12,1,161,83,15,-0.228,0.974,-0.159,0.202,-34.638,HR3080,Bill Passed,A bill to implement the United States-Korea Free Trade Agreement.,On Passage of the Bill,,1,0
112,Senate,162,2011-10-12,1,162,77,22,-0.368,-0.249,-0.442,0.549,-28.01,HR3079,Bill Passed,A bill to implement the United States-Panama Trade Promotion Agreement.,On Passage of the Bill,,1,0
112,Senate,163,2011-10-12,1,163,66,33,-0.258,0.966,-0.221,-0.021,-38.179,HR3078,Bill Passed,A bill to implement the United States-Colombia Trade Promotion Agreement.,On Passage of the Bill,,1,0
112,Senate,194,2011-11-01,1,194,69,30,0.452,0.452,0.7,-0.76,-14.635,HR2112,Bill Passed,"An act making consolidated appropriations for the Departments of Agriculture, Commerce, Justice, Transportation, and Housing and Urban Development, and related programs for the fiscal year ending September 30, 2012, and for other purposes.",On Passage of the Bill,,0,0
112,Senate,204,2011-11-10,1,204,95,0,0.0,0.0,0.0,0.0,0.0,HR674,Bill Passed,"To amend the Internal Revenue Code of 1986 to repeal the imposition of 3 percent withholding on certain payments made to vendors by government entities, to modify the calculation of modified adjusted gross income for purposes of determining eligibility for certain healthcare-related programs, and for other purposes.",On Passage of the Bill,,62,207
112,Senate,218,2011-12-01,1,218,93,7,1.0,-0.026,0.684,-2.37,-14.614,S1867,Bill Passed,"An original bill to authorize appropriations for fiscal year 2012 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes.",On Passage of the Bill,,0,0
112,Senate,228,2011-12-14,1,228,21,79,0.327,0.945,0.071,-0.393,-43.658,SJRES24,Joint Resolution Defeated,Joint resolution proposing a balanced budget amendment to the Constitution of the United States.,On the Joint Resolution,,5,0
112,Senate,229,2011-12-14,1,229,47,53,0.006,-0.174,-0.646,0.784,-0.248,SJRES10,Joint Resolution Defeated,Joint resolution proposing a balanced budget amendment to the Constitution of the United States.,On the Joint Resolution,,0,47
112,Senate,233,2011-12-17,1,233,72,27,0.34,-0.202,0.262,-0.43,-23.896,HR3672,Bill Passed,"A bill making appropriations for disaster relief requirements for the fiscal year ending September 30, 2012, and for other purposes.",On Passage of the Bill,,0,0
112,Senate,249,2012-02-02,2,14,96,3,0.858,-0.508,0.238,0.046,-13.859,S2038,Bill Passed,"An original bill to prohibit Members of Congress and employees of Congress from using nonpublic information derived from their official positions for personal benefit, and for other purposes.",On Passage of the Bill,,0,0
112,Senate,283,2012-03-14,2,48,74,22,0.337,-0.303,0.795,-1.527,-19.052,S1813,Bill Passed,"A bill to reauthorize Federal-aid highway and highway safety construction programs, and for other purposes.",On Passage of the Bill,,1,2
112,Senate,290,2012-03-22,2,55,73,26,-0.327,-0.271,-0.901,0.527,-27.972,HR3606,Bill Passed,A bill to increase American job creation and economic growth by improving access to the public capital markets for emerging growth companies.,On Passage of the Bill,,20,33
112,Senate,317,2012-04-25,2,82,62,37,0.343,0.683,0.16,-0.092,-35.024,S1789,Bill Passed,"A bill to improve, sustain, and transform the United States Postal Service.",On Passage of the Bill,,1,2
112,Senate,322,2012-04-26,2,87,68,31,0.38,-0.236,0.272,0.212,-20.911,S1925,Bill Passed,A bill to reauthorize the Violence Against Women Act of 1994.,On Passage of the Bill,,50,8
112,Senate,331,2012-05-15,2,96,78,20,0.488,-0.103,0.184,-0.171,-26.797,HR2072,Bill Passed,"A bill to reauthorize the Export-Import Bank of the United States, and for other purposes.",On Passage of the Bill,,5,4
112,Senate,346,2012-05-24,2,111,96,1,0.0,0.0,0.0,0.0,0.0,S3187,Bill Passed,"A bill to amend the Federal Food, Drug, and Cosmetic Act to revise and extend the user-fee programs for prescription drugs and medical devices, to establish user-fee programs for generic drugs and biosimilars, and for other purposes.",On Passage of the Bill,,0,1
112,Senate,348,2012-05-24,2,113,51,43,-0.129,-0.524,0.786,-0.771,-3.84,S2343,Bill Defeated,"A bill to amend the Higher Education Act of 1965 to extend the reduced interest rate for Federal Direct Stafford Loans, and for other purposes.",On Passage of the Bill,,21,0
112,Senate,399,2012-06-21,2,164,64,35,0.296,-0.071,0.117,-0.1,-41.827,S3240,Bill Passed,"An original bill to reauthorize agricultural programs through 2017, and for other purposes.",On Passage of the Bill,,0,0
112,Senate,419,2012-07-25,2,184,51,48,-0.117,-0.221,0.65,-0.856,-5.503,S3412,Bill Passed,A bill to amend the Internal Revenue Code of 1986 to provide tax relief to middle-class families.,On Passage of the Bill,,0,0
112,Senate,431,2012-09-22,2,196,10,81,0.544,0.369,-1.265,-1.9,-17.453,S3576,Bill Defeated,"A bill to provide limitations on United States assistance, and for other purposes.",On Passage of the Bill,,0,0
112,Senate,432,2012-09-22,2,197,90,1,0.0,0.0,0.0,0.0,0.0,SJRES41,Joint Resolution Passed,A joint resolution expressing the sense of Congress regarding the nuclear program of the Government of the Islamic Republic of Iran.,On the Joint Resolution,,40,42
112,Senate,434,2012-09-22,2,199,62,30,0.299,0.003,0.183,-0.109,-24.954,HJRES117,Joint Resolution Passed,"A joint resolution making continuing appropriations for fiscal year 2013, and for other purposes.",On the Joint Resolution,,0,0
112,Senate,456,2012-12-04,2,221,98,0,0.0,0.0,0.0,0.0,0.0,S3254,Bill Passed,"An original bill to authorize appropriations for fiscal year 2013 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes.",On Passage of the Bill,,0,0
112,Senate,458,2012-12-06,2,223,92,4,-0.83,0.492,-1.73,-0.081,-11.841,HR6156,Bill Passed,"A bill to authorize the extension of nondiscriminatory treatment (normal trade relations treatment) to products of the Russian Federation and Moldova and to require reports on the compliance of the Russian Federation with its obligations as a member of the World Trade Organization, and for other purposes.",On Passage of the Bill,,6,8
112,Senate,471,2012-12-28,2,236,73,23,-0.503,0.864,-0.222,-0.192,-37.925,HR5949,Bill Passed,A bill to extend the FISA Amendments Act of 2008 for five years.,On Passage of the Bill,,2,3
112,Senate,483,2012-12-28,2,248,62,32,0.268,-0.478,0.981,-0.74,-16.949,HR1,Bill Passed,"An act making appropriations for disaster relief for the fiscal year ending September 30, 2013, and for other purposes.",On Passage of the Bill,,0,0
112,Senate,486,2013-01-01,2,251,89,8,0.803,0.263,0.173,-0.092,-24.197,HR8,Bill Passed,"An act entitled the ""American Taxpayer Relief Act of 2012"".",On Passage of the Bill,,0,28
