congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
109,House,442,2005-07-28,1,443,217,215,-0.213,-0.977,-0.174,0.192,-130.117,HR3045,Passed,Dominican Republic-Central America-United States Free Trade Agreement Implementation Act,On Passage,
109,House,459,2005-09-08,1,460,410,11,0.728,0.101,1.09,-0.019,-21.184,HR3673,Passed,"Further Emergency Supplemental Appropriations, Hurricane Katrina, 2005",On Motion to Suspend the Rules and Pass,
109,House,533,2005-10-20,1,534,283,144,-0.324,0.149,-0.334,-0.926,-64.8,S397,Passed,Protection of Lawful Commerce in Arms Act,On Passage,
109,House,619,2005-12-08,1,621,234,197,-0.086,0.386,-0.371,-0.278,-27.257,HR4297,Passed,Tax Relief Extension Reconciliation Act,On Passage,
109,House,688,2006-03-07,2,20,280,138,-0.463,0.886,-0.225,-0.278,-122.274,S2271,Passed,USA PATRIOT Act Additional Reauthorizing Amendments Act,On Motion to Suspend the Rules and Pass,
109,House,733,2006-03-16,2,65,348,71,-0.75,0.548,-0.215,-0.391,-133.32,HR4939,Passed,"Making emergency supplemental appropriations for the fiscal year ending September 30, 2006, and for other purposes",On Passage,
109,House,795,2006-05-04,2,127,421,2,0.0,0.0,0.0,0.0,0.0,HR4954,Passed,Security and Accountability for Every Port (SAFE) Act,On Passage,
109,House,894,2006-06-06,2,226,389,9,0.0,0.0,0.0,0.0,0.0,HR5441,Passed,"Department of Homeland Security Appropriations Act, 2007",On Passage,
109,House,973,2006-06-20,2,305,407,19,-0.753,0.298,-0.429,-0.603,-32.429,HR5631,Passed,"Department of Defense Appropriations Act, 2007",On Passage,
109,House,1042,2006-07-13,2,374,390,33,0.598,0.244,1.043,1.288,-60.147,HR9,Passed,"Fannie Lou Hamer, Rosa Parks, and Coretta Scott King Voting Rights Act Reauthorization and Amendments Act",On Passage,
109,House,1047,2006-07-18,2,379,425,0,0.0,0.0,0.0,0.0,0.0,S3504,Passed,Fetus Farming Prohibition Act,On Motion to Suspend the Rules and Pass,
109,House,1048,2006-07-18,2,380,273,154,-0.209,0.032,-0.164,-0.526,-110.527,S2754,Failed,Alternative Pluripotent Stem Cell Therapies Enhancement Act,On Motion to Suspend the Rules and Pass,
109,House,1060,2006-07-20,2,392,221,205,-0.181,-0.984,-0.165,0.137,-139.688,HR5684,Passed,To implement the United States-Oman Free Trade Agreement,On Passage,
109,House,1079,2006-07-26,2,411,359,68,-0.516,-0.187,-0.157,-0.064,-145.21,HR5682,Passed,United States and India Nuclear Cooperation Promotion Act,On Passage,
109,House,1090,2006-07-28,2,422,279,131,-0.342,-0.863,-0.143,0.013,-167.487,HR4,Passed,Pension Protection Act,On Passage,
109,House,1114,2006-09-14,2,446,283,138,-0.294,0.145,-0.185,-0.197,-108.795,HR6061,Passed,Secure Fence Act of 2006,On Passage,
109,House,1147,2006-09-26,2,479,264,153,-0.217,0.081,-0.322,-1.107,-57.193,S403,Passed,Child Custody Protection Act,On Passage,
109,House,1176,2006-09-29,2,508,250,170,-0.24,0.511,-0.231,-0.28,-72.696,S3930,Passed,Military Commissions Act,On Passage,
