congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2,pieces_cosponsored,num_congresses
113,House,21553,40,7,VA,200,2,2,"BRAT, David A.",B001290,1964,,0.829,-0.325,-7.6854,0.79224,33,5,,0.547,-0.831,483,0
113,House,29149,40,8,VA,100,0,1,"MORAN, James P.",M000933,1945,,-0.302,-0.203,-188.66982,0.825,982,74,,-0.326,-0.198,5780,11
113,House,39307,40,3,VA,100,0,1,"SCOTT, Robert C.",S000185,1947,,-0.45,-0.004,-142.07527,0.8695,1016,56,,-0.413,-0.036,4441,10
113,House,39308,40,6,VA,200,0,1,"GOODLATTE, Robert William",G000289,1952,,0.496,-0.002,-119.49088,0.88821,1008,47,,0.508,0.113,2755,10
113,House,15613,73,7,WA,100,0,1,"McDERMOTT, James A.",M000404,1936,,-0.666,-0.197,-111.17858,0.895,998,63,,-0.655,-0.066,7216,12
113,House,20145,73,2,WA,100,0,1,"LARSEN, Richard Ray (Rick)",L000560,1965,,-0.365,0.165,-140.65115,0.86476,968,58,,-0.364,0.132,3576,6
113,House,20535,73,5,WA,200,0,1,"McMORRIS RODGERS, Cathy",M001159,1969,,0.436,0.098,-96.19365,0.90705,986,38,,0.43,0.132,2399,4
113,House,20536,73,8,WA,200,0,1,"REICHERT, David G.",R000578,1950,,0.224,-0.146,-217.92888,0.80729,1018,93,,0.231,-0.002,1307,4
113,House,21187,73,3,WA,200,0,1,"HERRERA BEUTLER, Jaime",H001056,1978,,0.336,-0.129,-177.58598,0.79163,760,84,,0.357,-0.289,973,1
113,House,21368,73,6,WA,100,0,1,"KILMER, Derek",K000381,1974,,-0.316,0.005,-167.97598,0.84622,1006,87,,-0.296,-0.06,3522,0
113,House,21369,73,10,WA,100,0,1,"HECK, Denny",H001064,1952,,-0.312,-0.128,-116.16138,0.88918,989,46,,-0.323,-0.139,1391,0
113,House,29580,73,4,WA,200,0,1,"HASTINGS, Richard Norman (Doc)",H000329,1941,,0.416,0.411,-112.89649,0.894,1006,45,,0.32,0.341,1388,9
113,House,29768,73,9,WA,100,0,1,"SMITH, Adam",S000510,1965,,-0.291,-0.166,-183.60589,0.81819,915,71,,-0.379,0.006,4919,8
113,House,31101,73,1,WA,100,0,1,"DelBENE, Suzan K.",D000617,1962,,-0.294,-0.202,-153.21375,0.85951,1012,74,,-0.254,-0.218,3137,1
113,House,14448,56,3,WV,100,0,1,"RAHALL, Nick Joe, II",R000011,1949,,-0.306,0.45,-524.56524,0.596,1015,242,,-0.183,0.369,6536,18
113,House,20146,56,2,WV,200,0,1,"CAPITO, Shelley Moore",C001047,1953,,0.284,0.143,-97.59655,0.904,967,33,,0.291,0.139,3872,6
113,House,21188,56,1,WV,200,0,1,"McKINLEY, David",M001180,1947,,0.3,0.178,-153.4726,0.86044,1021,61,,0.311,-0.02,2010,1
113,House,14657,25,5,WI,200,0,1,"SENSENBRENNER, Frank James, Jr.",S000244,1943,,0.638,-0.579,-158.88737,0.85404,1007,77,,0.66,-0.587,3924,17
113,House,14675,25,6,WI,200,0,1,"PETRI, Thomas Evert",P000265,1940,,0.379,-0.367,-230.49637,0.797,1017,102,,0.55,-0.552,3581,17
113,House,20537,25,4,WI,100,0,1,"MOORE, Gwendolynne S. (Gwen)",M001160,1951,,-0.522,-0.27,-118.67946,0.88703,990,65,,-0.524,-0.166,6051,4
113,House,21189,25,7,WI,200,0,1,"DUFFY, Sean",D000614,1971,,0.511,-0.109,-146.06638,0.85953,965,73,,0.538,-0.095,713,1
113,House,21190,25,8,WI,200,0,1,"RIBBLE, Reid",R000587,1956,,0.603,-0.333,-154.59665,0.858,1008,79,,0.699,-0.357,958,1
113,House,21370,25,2,WI,100,0,1,"POCAN, Mark",P000607,1964,,-0.524,-0.555,-76.9748,0.92697,1015,25,,-0.593,-0.423,4574,0
113,House,29769,25,3,WI,100,0,1,"KIND, Ron",K000188,1963,,-0.26,-0.08,-225.23815,0.7994,1006,107,,-0.303,-0.059,4074,8
113,House,29939,25,1,WI,200,0,1,"RYAN, Paul D.",R000570,1970,,0.556,-0.25,-119.44603,0.88939,1019,40,,0.52,0.038,1074,7
113,House,20953,68,1,WY,200,0,1,"LUMMIS, Cynthia M.",L000571,1954,,0.685,-0.328,-190.34911,0.8254,992,94,,0.659,-0.381,2133,2
