congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
114,House,6,2015-01-06,1,7,412,0,0.0,0.0,0.0,0.0,0.0,HR22,Passed,Hire More Heroes Act of 2015,On Motion to Suspend the Rules and Pass,
114,House,7,2015-01-07,1,8,416,5,0.0,0.0,0.0,0.0,0.0,HR26,Passed,Terrorism Risk Insurance Program Reauthorization Act,On Motion to Suspend the Rules and Pass,
114,House,16,2015-01-12,1,17,403,0,0.0,0.0,0.0,0.0,0.0,HR203,Passed,Clay Hunt Suicide Prevention for American Veterans Act,On Motion to Suspend the Rules and Pass,
114,House,34,2015-01-14,1,35,236,191,0.082,0.066,-0.26,-0.563,-41.137,HR240,Passed,"Making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2015, and for other purposes",On Passage,
114,House,74,2015-02-11,1,75,270,152,-0.219,0.016,-0.376,-1.243,-46.569,S1,Passed,Keystone XL Pipeline Approval Act,On Passage,
114,House,79,2015-02-12,1,80,279,137,-0.261,-0.06,-0.282,-0.066,-70.033,HR644,Passed,Fighting Hunger Incentive Act,On Passage,
114,House,81,2015-02-13,1,82,272,142,-0.235,-0.044,-0.256,-0.139,-68.332,HR636,Passed,America’s Small Business Tax Relief Act of 2015,On Passage,
114,House,117,2015-03-17,1,118,415,0,0.0,0.0,0.0,0.0,0.0,HR1191,Passed,Protecting Volunteer Firefighters and Emergency Responders Act,"On Motion to Suspend the Rules and Pass, as Amended",
114,House,127,2015-03-19,1,128,232,186,0.118,-0.087,-0.491,-0.11,-9.151,SJRES8,Passed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the National Labor Relations Board relating to representation case procedures.",On Passage,
114,House,143,2015-03-26,1,144,392,37,0.649,-0.398,0.183,-0.399,-85.129,HR2,Passed,Medicare Access and CHIP Reauthorization Act of 2015,On Passage,
