congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
114,House,192,2015-04-30,1,193,255,163,-0.142,0.05,-0.213,-0.394,-57.633,HR2029,Passed,"Making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2016, and for other purposes",On Passage,
114,House,214,2015-05-01,1,215,240,177,-0.087,0.09,-0.248,-0.827,-43.895,HR2028,Passed,"Making appropriations for energy and water development and related agencies for the fiscal year ending September 30, 2016, and for other purposes",On Passage,
114,House,223,2015-05-13,1,224,338,88,0.16,-0.299,0.022,-1.076,-148.309,HR2048,Passed,Uniting and Strengthening America by Fulfilling Rights and Ensuring Effective Discipline Over Monitoring Act of 2015 or the USA FREEDOM Act,On Passage,
114,House,238,2015-05-15,1,239,269,151,-0.381,0.315,-0.241,-0.628,-86.315,HR1735,Passed,"To authorize appropriations for fiscal year 2016 for military activites of the Department of Defense and for military construction, to prescribe military personnel strengths for such fiscal year, and for other purposes",On Passage,
114,House,243,2015-05-19,1,244,420,3,0.0,0.0,0.0,0.0,0.0,S178,Passed,Justice for Victims of Trafficking Act of 2015,On Motion to Suspend the Rules and Pass,
114,House,327,2015-06-09,1,329,216,210,-0.036,0.307,-0.191,-0.702,-84.765,HR2577,Passed,"Making appropriations for the Departments of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2016, and for other purposes",On Passage,
114,House,484,2015-07-29,1,486,385,34,0.404,-0.894,0.082,-0.412,-96.928,HR3236,Passed,Surface Transportation and Veterans Health Care Choice Improvement Act of 2015,On Passage,
114,House,566,2015-10-23,1,568,240,189,0.025,0.146,-0.249,-0.489,-32.959,HR3762,Passed,Restoring Americans’ Healthcare Freedom Reconciliation Act of 2015,On Passage,
114,House,647,2015-12-01,1,650,242,180,0.014,-0.055,-0.462,-0.928,-11.479,SJRES24,Passed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of a rule submitted by the Environmental Protection Agency relating to “Carbon Pollution Emission Guidelines for Existing Stationary Sources: Electric Utility Generating Units”.",On Passage,
114,House,648,2015-12-01,1,651,235,188,0.185,-0.17,-0.489,-1.386,-20.783,SJRES23,Passed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of a rule submitted by the Environmental Protection Agency relating to “Standards of Performance for Greenhouse Gas Emissions from New, Modified, and Reconstructed Stationary Sources: Electric Utility Generating Units”.",On Passage,
114,House,744,2016-01-12,2,43,418,2,0.0,0.0,0.0,0.0,0.0,HR757,Passed,North Korea Sanctions Enforcement Act of 2016,"On Motion to Suspend the Rules and Pass, as Amended",
114,House,745,2016-01-13,2,45,253,166,-0.098,-0.038,-0.364,-0.924,-26.02,SJRES22,Passed,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Corps of Engineers and the Environmental Protection Agency relating to the definition of “waters of the United States” under the Federal Water Pollution Control Act",On Passage,
114,House,782,2016-02-12,2,82,408,2,0.0,0.0,0.0,0.0,0.0,HR757,Passed,North Korea Sanctions and Policy Enforcement Act of 2016,On Motion to Suspend the Rules and Concur in the Senate Amendment,
114,House,872,2016-04-27,2,172,410,2,0.0,0.0,0.0,0.0,0.0,S1890,Passed,Defend Trade Secrets Act of 2016,On Motion to Suspend the Rules and Pass,
114,House,876,2016-04-28,2,176,234,183,0.01,-0.09,-0.526,0.051,-0.381,HJRES88,Passed,Disapproving the rule submitted by the Department of Labor relating to the definition of the term “Fiduciary”,On Passage,
114,House,893,2016-05-13,2,193,400,5,0.0,0.0,0.0,0.0,0.0,S524,Passed,Comprehensive Addiction and Recovery Act of 2016,On Passage,
114,House,950,2016-05-25,2,250,241,178,-0.015,0.003,-0.234,-0.598,-39.988,S2012,Passed,Energy Policy Modernization Act of 2016,On Passage,
114,House,994,2016-06-10,2,294,233,175,-0.122,0.258,-0.18,-0.491,-72.19,HR5325,Passed,"Making appropriations for the Legislative Branch for the fiscal year ending September 30, 2017, and for other purposes",On Passage,
114,House,1277,2016-11-15,2,577,419,1,0.0,0.0,0.0,0.0,0.0,HR6297,Passed,Iran Sanctions Extension Act,On Motion to Suspend the Rules and Pass,
