congress,chamber,rollnumber,date,session,clerk_rollnumber,yea_count,nay_count,nominate_mid_1,nominate_mid_2,nominate_spread_1,nominate_spread_2,nominate_log_likelihood,bill_number,vote_result,vote_desc,vote_question,dtl_desc
110,Senate,19,2007-01-18,1,19,96,2,0.0,0.0,0.0,0.0,0.0,S1,Bill Passed,A bill to provide greater transparency in the legislative process.,On Passage of the Bill,
110,Senate,42,2007-02-01,1,42,94,3,0.677,-0.108,0.431,-0.047,-4.508,HR2,Bill Passed,A bill to amend the Fair Labor Standards Act of 1938 to provide for an increase in the Federal minimum wage.,On Passage of the Bill,
110,Senate,48,2007-02-14,1,48,81,15,0.609,0.512,0.221,-0.196,-30.752,HJRES20,Joint Resolution Passed,"A joint resolution making further continuing appropriations for the fiscal year 2007, and for other purposes.",On the Joint Resolution,
110,Senate,52,2007-02-17,1,52,47,33,-0.159,-0.987,0.245,-0.272,-15.125,HCONRES67,Bill Passed,A concurrent resolution providing for a conditional adjournment of the House of Representatives and a conditional recess or adjournment of the Senate.,On Passage of the Bill,
110,Senate,73,2007-03-13,1,73,60,38,0.26,-0.254,0.733,-0.014,-8.86,S4,Bill Passed,"A bill to make the United States more secure by implementing unfinished recommendations of the 9/11 Commission to fight the war on terror more effectively, to improve homeland security, and for other purposes.",On Passage of the Bill,
110,Senate,75,2007-03-15,1,75,48,50,-0.039,-0.015,0.293,0.046,-11.173,SJRES9,Joint Resolution Defeated,A joint resolution to revise United States policy on Iraq.,On the Joint Resolution,
110,Senate,81,2007-03-20,1,81,94,2,0.0,0.0,0.0,0.0,0.0,S214,Bill Passed,"A bill to amend chapter 35 of title 28, United States Code, to preserve the independence of United States attorneys.",On Passage of the Bill,
110,Senate,126,2007-03-29,1,126,51,47,0.181,0.965,0.339,-0.201,-11.718,HR1591,Bill Passed,"A bill making emergency supplemental appropriations for the fiscal year ending September 30, 2007, and for other purposes.",On Passage of the Bill,
110,Senate,127,2007-04-11,1,127,63,34,0.302,-0.25,0.189,0.246,-29.23,S5,Bill Passed,A bill to amend the Public Health Service Act to provide for human embryonic stem cell research.,On Passage of the Bill,
110,Senate,128,2007-04-11,1,128,70,28,-0.068,-0.998,-0.175,-0.231,-33.297,S30,Bill Passed,A bill to intensify research to derive human pluripotent stem cell lines.,On Passage of the Bill,
110,Senate,135,2007-04-19,1,135,97,0,0.0,0.0,0.0,0.0,0.0,S378,Bill Passed,"A bill to amend title 18, United States Code, to protect judges, prosecutors, witnesses, victims, and their family members, and for other purposes.",On Passage of the Bill,
110,Senate,146,2007-04-25,1,146,88,8,0.573,-0.018,0.434,-0.525,-11.444,S761,Bill Passed,A bill to invest in innovation and education to improve the competitiveness of the United States in the global economy.,On Passage of the Bill,
110,Senate,157,2007-05-09,1,157,93,1,0.0,0.0,0.0,0.0,0.0,S1082,Bill Passed,"An act to amend the Federal Food, Drug, and cosmetic Act and the Public Health Service Act to reauthorize drug and device user fees and ensure the safety of medical products, and for other purposes.",On Passage of the Bill,
110,Senate,170,2007-05-16,1,170,91,4,0.622,-0.25,0.562,-1.205,-4.585,HR1495,Bill Passed,"A bill to provide for the conservation and development of water and related resources, to authorize the Secretary of the Army to construct various projects for improvements to rivers and harbors of the United States, and for other purposes.",On Passage of the Bill,
110,Senate,226,2007-06-21,1,226,65,27,0.295,0.026,0.115,0.198,-38.714,HR6,Bill Passed,"An Act to move the United States toward greater energy independence and security, to increase the production of clean renewable fuels, to protect consumers from price gouging, to increase the energy efficiency of products, buildings, and vehicles, to promote research on and deploy greenhouse gas capture and storage options, and to improve the energy performance of the Federal Government, and for other purposes.",On Passage of the Bill,
110,Senate,272,2007-07-20,1,272,78,18,0.43,-0.196,0.33,-0.435,-21.121,HR2669,Bill Passed,A bill to provide for reconciliation pursuant to section 601 of the concurrent resolution on the budget for fiscal year 2008.,On Passage of the Bill,
110,Senate,275,2007-07-24,1,275,95,0,0.0,0.0,0.0,0.0,0.0,S1642,Bill Passed,"A bill to extend the authorization of programs under the Higher Education Act of 1965, and for other purposes.",On Passage of the Bill,
110,Senate,276,2007-07-24,1,276,93,1,0.0,0.0,0.0,0.0,0.0,HJRES44,Joint Resolution Passed,"Joint resolution approving the renewal of import restrictions contained in the Burmese Freedom and Democracy Act of 2003, and for other purposes.",On the Joint Resolution,
110,Senate,282,2007-07-26,1,282,89,4,0.797,0.597,0.503,-0.623,-8.163,HR2638,Bill Passed,"A bill making appropriations for the Department of Homeland Securityfor the fiscal year ending September 30, 2008, and for other purposes.",On Passage of the Bill,
110,Senate,307,2007-08-02,1,307,68,31,0.335,0.195,0.395,0.021,-19.267,HR976,Bill Passed,"A bill to amend title XXI of the Social Security Act to reauthorize the State Children's Health Insurance Program, and for other purposes.",On Passage of the Bill,
110,Senate,309,2007-08-03,1,309,60,28,-0.26,-0.04,-0.706,-0.309,-17.519,S1927,Bill Passed,A bill to amend the Foreign Intelligence Surveillance Act of 1978 to provide additional procedures for authorizing certain acquisitions of foreign intelligence information and for other purposes.,On Passage of the Bill,
110,Senate,310,2007-08-03,1,310,43,45,-0.159,-0.736,0.451,-0.312,-7.162,S2011,Bill Defeated,"A bill entitled ""The Protect America Act of 2007"".",On Passage of the Bill,
110,Senate,316,2007-09-06,1,316,92,1,0.0,0.0,0.0,0.0,0.0,HR2642,Bill Passed,"A bill making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2008, and for other purposes.",On Passage of the Bill,
110,Senate,325,2007-09-06,1,325,81,12,0.513,-0.223,0.29,-0.054,-20.171,HR2764,Bill Passed,"A bill making appropriations for the Department of State, foreign operations, and related programs for the fiscal year ending September 30, 2008, and for other purposes.",On Passage of the Bill,
110,Senate,336,2007-09-12,1,336,88,7,0.545,-0.307,0.729,-0.223,-9.369,HR3074,Bill Passed,"A bill making appropriations for the Departments of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2008, and for other purposes.",On Passage of the Bill,
110,Senate,338,2007-09-18,1,338,96,0,0.0,0.0,0.0,0.0,0.0,HR1124,Bill Passed,A bill to extend the District of Columbia College Access Act of 1999.,On Passage of the Bill,
110,Senate,354,2007-09-27,1,354,53,42,0.801,-0.599,0.034,0.12,-63.501,HJRES43,Joint Resolution Passed,A joint resolution increasing the statutory limit on the public debt.,On the Joint Resolution,
110,Senate,355,2007-09-27,1,355,94,1,0.0,0.0,0.0,0.0,0.0,HJRES52,Joint Resolution Passed,"A joint resolution making continuing appropriations for the fiscal year 2008, and for other purposes.",On the Joint Resolution,
110,Senate,359,2007-10-01,1,359,92,3,0.866,0.483,0.234,-0.054,-11.571,HR1585,Bill Passed,"To authorize appropriations for fiscal year 2008 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes.",On Passage of the Bill,
110,Senate,372,2007-10-16,1,372,75,19,0.485,0.613,0.332,-0.102,-23.735,HR3093,Bill Passed,"A bill making appropriations for the Departments of Commerce and Justice, and Science, and Related Agencies for the fiscal year ending September 30, 2008, and for other purposes.",On Passage of the Bill,
110,Senate,391,2007-10-23,1,391,75,19,0.466,0.139,0.708,-0.516,-15.97,HR3043,Bill Passed,"A bill making appropriations for the Departments of Labor, Health and Human Services, and Education, and related agencies for the fiscal year ending September 30, 2008, and for other purposes.",On Passage of the Bill,
110,Senate,400,2007-10-30,1,400,70,22,0.413,-0.037,0.657,-0.64,-18.102,S294,Bill Passed,"A bill to reauthorize Amtrak, and for other purposes.",On Passage of the Bill,
110,Senate,403,2007-11-01,1,403,64,30,0.323,0.386,0.397,0.066,-18.407,HR3963,Bill Passed,"A bill to amend title XXI of the Social Security Act to extend and improve the Children's Health Insurance Program, and for other purposes.",On Passage of the Bill,
110,Senate,413,2007-12-04,1,413,77,18,-0.309,0.904,-0.187,0.081,-32.446,HR3688,Bill Passed,A bill to implement the United States-Peru Trade Promotion Agreement.,On Passage of the Bill,
110,Senate,415,2007-12-06,1,415,88,5,-0.338,-0.941,-0.163,-0.31,-19.195,HR3996,Bill Passed,"A bill to amend the Internal Revenue Code of 1986 to extend certain expiring provisions, and for other purposes.",On Passage of the Bill,
110,Senate,432,2007-12-14,1,432,93,1,0.0,0.0,0.0,0.0,0.0,S2338,Bill Passed,"An original bill to modernize and update the National Housing Act and enable the Federal Housing Administration to more effectively reach underserved borrowers, and for other purposes.",On Passage of the Bill,
110,Senate,434,2007-12-14,1,434,79,14,0.636,-0.182,0.18,-1.198,-25.43,HR2419,Bill Passed,"A bill to provide for the continuation of agricultural programs through fiscal year 2012, and for other purposes.",On Passage of the Bill,
110,Senate,443,2008-01-22,2,1,91,3,-0.472,0.848,-1.228,0.809,-8.888,HR4986,Bill Passed,"A bill to provide for the enactment of the National Defense Authorization Act for Fiscal Year 2008, as previously enrolled, with certain modifications to address the foreign sovereign immunities provisions of title 28, United States Code, with respect to the attachment of property in certain judgements against Iraq, the lapse of statutory authorities for the payment of bonuses, special pays, and similar benefits for members of the uniformed services, and for other purposes.",On Passage of the Bill,
110,Senate,452,2008-02-07,2,10,81,16,0.501,0.249,0.248,-0.005,-23.429,HR5140,Bill Passed,"A bill to provide economic stimulus through recovery rebates to individuals, incentives for business investment, and an increase in conforming and FHA loan limits.",On Passage of the Bill,
110,Senate,462,2008-02-12,2,20,68,29,-0.27,-0.072,-0.37,-0.22,-20.119,S2248,Bill Passed,"An original bill to amend the Foreign Intelligence Surveillance Act of 1978, to modernize and streamline the provisions of that Act, and for other purposes.",On Passage of the Bill,
110,Senate,474,2008-02-26,2,32,83,10,0.538,-0.07,0.362,-0.324,-15.343,S1200,Bill Passed,A bill to amend the Indian Health Care Improvement Act to revise and extend the Act.,On Passage of the Bill,
110,Senate,483,2008-03-06,2,41,79,13,0.505,-0.302,0.304,0.053,-18.678,HR4040,Bill Passed,A bill to establish consumer product safety standards and other safety requirements for children's products and to reauthorize and modernize the Consumer Product Safety Commission.,On Passage of the Bill,
110,Senate,538,2008-04-10,2,96,84,12,0.543,0.058,0.276,-0.202,-19.783,HR3221,Bill Passed,A bill to provide needed housing reform and for other purposes.,On Passage of the Bill,
110,Senate,543,2008-04-10,2,101,91,4,0.604,0.136,0.672,0.654,-5.426,S2739,Bill Passed,"A bill to authorize certain programs and activities in the Department of the Interior, the Forest Service, and the Department of Energy, to implement further the Act approving the Covenant to Establish a Commonwealth of the Northern Mariana Islands in Political Union with the United States of America, to amend the Compact of Free Association Amendments Act of 2003, and for other purposes.",On Passage of the Bill,
110,Senate,550,2008-04-17,2,108,88,2,0.602,-0.472,0.459,-1.335,-3.803,HR1195,Bill Passed,"A bill to amend the Safe, Accountable, Flexible, Efficient Transportation Equity Act: A Legacy for Users to make technical corrections, and for other purposes.",On Passage of the Bill,
110,Senate,554,2008-04-24,2,112,96,1,0.0,0.0,0.0,0.0,0.0,S1315,Bill Passed,"An act to amend title 38, United States Code, to enhance veterans' insurance and housing benefits, to improve benefits and services for transitioning servicemembers, and for other purposes.",On Passage of the Bill,
110,Senate,555,2008-04-24,2,113,95,0,0.0,0.0,0.0,0.0,0.0,HR493,Bill Passed,A bill to prohibit discrimination on the basis of genetic information with respect to health insurance and employment.,On Passage of the Bill,
110,Senate,567,2008-05-13,2,125,92,6,-0.252,0.72,-0.024,0.562,-19.31,HR3121,Bill Passed,"A bill to restore the financial solvency of the national flood insurance program and to provide for such program to make available multiperil coverage for damage resulting from windstorms and floods, and for other purposes.",On Passage of the Bill,
110,Senate,586,2008-06-05,2,144,77,15,0.542,-0.193,0.162,-0.905,-28.623,HR6124,Bill Passed,"A bill to provide for the continuation of agricultural and other programs of the Department of Agriculture through fiscal year 2012, and for other purposes.",On Passage of the Bill,
110,Senate,610,2008-07-09,2,168,69,28,-0.288,-0.01,-0.379,-0.152,-22.228,HR6304,Bill Passed,"A bill to amend the Foreign Intelligence Surveillance Act of 1978 to establish a procedure for authorizing certain acquisitions of foreign intelligence, and for other purposes.",On Passage of the Bill,
110,Senate,624,2008-07-16,2,182,80,16,0.5,0.002,0.222,0.1,-24.703,HR5501,Bill Passed,"A bill to authorize appropriations for fiscal years 2009 through 2013 to provide assistance to foreign countries to combat HIV AIDS, tuberculosis, and malaria, and for other purposes.",On Passage of the Bill,
110,Senate,643,2008-09-17,2,201,88,8,0.73,-0.195,0.164,-0.036,-22.027,S3001,Bill Passed,"An original bill to authorize appropriations for fiscal year 2009 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes.",On Passage of the Bill,
110,Senate,647,2008-09-23,2,205,93,2,0.0,0.0,0.0,0.0,0.0,HR6049,Bill Passed,"A bill to amend the Internal Revenue Code of 1986 to provide incentives for energy production and conservation, to extend certain expiring provisions, to provide individual income tax relief, and for other purposes.",On Passage of the Bill,
110,Senate,653,2008-10-01,2,211,86,13,-0.305,0.667,-0.684,0.374,-21.456,HR7081,Bill Passed,"A bill to approve the United States-India Agreement for Cooperation on Peaceful Uses of Nuclear Energy, and for other purposes.",On Passage of the Bill,
110,Senate,655,2008-10-01,2,213,74,25,0.747,-0.265,0.102,0.413,-46.231,HR1424,Bill Passed,"A bill to provide authority for the Federal Government to purchase and insure certain types of troubled assets for the purposes of providing stability to and preventing disruption in the economy and financial system and protecting taxpayers, to amend the Internal Revenue Code of 1986 to provide incentives for energy production and conservation, to extend certain expiring provisions, to provide individual income tax relief, and for other purposes.",On Passage of the Bill,
