congress,chamber,rollnumber,icpsr,cast_code,prob
119,Senate,7,14226,1,100.0
119,Senate,7,14435,6,100.0
119,Senate,7,14858,6,99.3
119,Senate,7,14871,6,99.6
119,Senate,7,14921,1,100.0
119,Senate,7,15021,6,97.4
119,Senate,7,20101,1,100.0
119,Senate,7,20104,6,88.3
119,Senate,7,20146,1,100.0
119,Senate,7,20330,6,97.7
119,Senate,7,20351,1,100.0
119,Senate,7,20707,6,89.8
119,Senate,7,20713,6,98.7
119,Senate,7,20735,6,99.7
119,Senate,7,20750,6,99.7
119,Senate,7,20919,1,100.0
119,Senate,7,20923,1,25.1
119,Senate,7,20930,6,70.8
119,Senate,7,20932,6,77.4
119,Senate,7,20953,1,99.8
119,Senate,7,21133,1,100.0
119,Senate,7,21166,1,100.0
119,Senate,7,21173,1,100.0
119,Senate,7,21301,1,100.0
119,Senate,7,21325,6,63.4
119,Senate,7,21338,1,100.0
119,Senate,7,21350,1,100.0
119,Senate,7,21355,1,100.0
119,Senate,7,21502,1,45.5
119,Senate,7,21702,1,100.0
119,Senate,7,21706,6,92.9
119,Senate,7,21708,1,100.0
119,Senate,7,21734,1,100.0
119,Senate,7,21743,1,89.0
119,Senate,7,21755,1,100.0
119,Senate,7,21937,6,50.8
119,Senate,7,21965,1,99.0
119,Senate,7,29142,6,92.5
119,Senate,7,29147,6,100.0
119,Senate,7,29345,1,100.0
119,Senate,7,29534,1,100.0
119,Senate,7,29566,1,99.7
119,Senate,7,29722,1,100.0
119,Senate,7,29754,1,100.0
119,Senate,7,29940,6,98.6
119,Senate,7,39310,6,98.0
119,Senate,7,40300,1,97.8
119,Senate,7,40305,1,100.0
119,Senate,7,40700,6,93.6
119,Senate,7,40704,6,87.7
119,Senate,7,40707,1,100.0
119,Senate,7,40902,1,100.0
119,Senate,7,40906,1,39.9
119,Senate,7,40908,6,100.0
119,Senate,7,40909,1,60.5
119,Senate,7,40910,6,72.4
119,Senate,7,40916,6,76.5
119,Senate,7,41101,6,97.6
119,Senate,7,41102,1,100.0
119,Senate,7,41104,1,98.7
119,Senate,7,41107,1,100.0
119,Senate,7,41110,1,98.7
119,Senate,7,41111,1,100.0
119,Senate,7,41112,6,97.0
119,Senate,7,41300,6,51.4
119,Senate,7,41301,6,100.0
119,Senate,7,41302,1,100.0
119,Senate,7,41304,1,99.9
119,Senate,7,41305,6,59.8
119,Senate,7,41308,6,99.9
119,Senate,7,41500,1,100.0
119,Senate,7,41502,1,100.0
119,Senate,7,41504,1,100.0
119,Senate,7,41505,1,100.0
119,Senate,7,41700,1,81.0
119,Senate,7,41702,1,67.3
119,Senate,7,41703,1,100.0
119,Senate,7,41706,6,94.5
119,Senate,7,41707,1,100.0
119,Senate,7,41901,1,99.4
119,Senate,7,41903,1,100.0
119,Senate,7,41905,1,89.5
119,Senate,7,42100,1,100.0
119,Senate,7,42101,6,58.3
119,Senate,7,42102,1,99.0
119,Senate,7,42103,1,69.0
119,Senate,7,42104,6,99.0
119,Senate,7,42105,1,70.1
119,Senate,7,42300,1,100.0
119,Senate,7,42301,1,88.9
119,Senate,7,42302,1,100.0
119,Senate,7,42303,1,99.9
119,Senate,7,42500,6,88.6
119,Senate,7,42501,1,100.0
119,Senate,7,42502,1,100.0
119,Senate,7,42503,1,100.0
119,Senate,7,42504,1,100.0
119,Senate,7,49308,6,98.0
119,Senate,7,49703,1,78.2
119,Senate,92,14226,1,100.0
119,Senate,92,14435,6,100.0
119,Senate,92,14858,6,99.9
119,Senate,92,14871,6,99.9
119,Senate,92,14921,1,100.0
119,Senate,92,15021,6,99.7
119,Senate,92,20101,1,100.0
119,Senate,92,20104,6,98.6
119,Senate,92,20146,1,100.0
119,Senate,92,20330,6,99.8
119,Senate,92,20351,1,100.0
119,Senate,92,20707,6,98.3
119,Senate,92,20713,6,99.9
119,Senate,92,20735,6,100.0
119,Senate,92,20750,6,100.0
119,Senate,92,20919,1,100.0
119,Senate,92,20923,6,94.8
119,Senate,92,20930,6,96.1
119,Senate,92,20932,6,97.5
119,Senate,92,20953,1,100.0
119,Senate,92,21133,1,100.0
119,Senate,92,21166,1,100.0
119,Senate,92,21173,1,100.0
119,Senate,92,21301,1,100.0
119,Senate,92,21325,6,95.1
119,Senate,92,21338,1,100.0
119,Senate,92,21350,9,100.0
119,Senate,92,21355,1,100.0
119,Senate,92,21502,6,93.9
119,Senate,92,21702,1,100.0
119,Senate,92,21706,6,99.3
119,Senate,92,21708,1,100.0
119,Senate,92,21734,1,100.0
119,Senate,92,21743,1,27.2
119,Senate,92,21755,1,100.0
119,Senate,92,21937,6,93.9
119,Senate,92,21965,6,58.4
119,Senate,92,29142,6,99.2
119,Senate,92,29147,6,100.0
119,Senate,92,29345,1,100.0
119,Senate,92,29534,1,100.0
119,Senate,92,29566,1,100.0
119,Senate,92,29722,1,100.0
119,Senate,92,29754,1,100.0
119,Senate,92,29940,6,99.9
119,Senate,92,39310,6,99.7
119,Senate,92,40300,1,99.6
119,Senate,92,40305,1,100.0
119,Senate,92,40700,6,98.9
119,Senate,92,40704,6,98.6
119,Senate,92,40707,1,100.0
119,Senate,92,40902,1,100.0
119,Senate,92,40906,6,89.9
119,Senate,92,40908,6,100.0
119,Senate,92,40909,6,81.9
119,Senate,92,40910,6,93.9
119,Senate,92,40916,6,94.8
119,Senate,92,41101,6,99.8
119,Senate,92,41104,1,100.0
119,Senate,92,41107,1,100.0
119,Senate,92,41110,1,100.0
119,Senate,92,41111,1,100.0
119,Senate,92,41112,6,99.7
119,Senate,92,41300,6,82.2
119,Senate,92,41301,6,100.0
119,Senate,92,41302,1,100.0
119,Senate,92,41304,1,100.0
119,Senate,92,41305,6,90.9
119,Senate,92,41308,6,100.0
119,Senate,92,41500,1,100.0
119,Senate,92,41502,1,100.0
119,Senate,92,41504,1,100.0
119,Senate,92,41505,1,100.0
119,Senate,92,41700,1,17.4
119,Senate,92,41702,6,80.6
